benchmark,implementation,metric,run_id,process_id,cpu,input_sha256,binary_sha256,suite_repetitions,logical_units,elapsed_seconds,normalized_seconds,peak_rss_kib,allocated_bytes,host_instructions,exit_status
SBPF-program,Stage-2 minus Last-Use,allocation,3,350752,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,9bdec22654c7a678930f6fad2af0f6972f5cf4527afc3806693e6ed876724bcc,1,146,2.658491612,2.658491612,1603676,1279540880,,0
SBPF-program,Stage-2 minus Borrow,allocation,3,350764,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,9e0f64551fd2b56f47168bd3205ab9203dc83faa16504b88e721b68ab16fd9fe,1,146,0.135085980,0.135085980,5332,137105648,,0
SBPF-program,Stage-2 Full,allocation,3,350766,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,f9142a6a66411bf3d10724b9bf2de81a73fea1b58d937f4c4cb2ebb98abd26d3,1,146,0.013363025,0.013363025,4988,20166944,,0
SBPF-program,Stage-2 minus Closure,allocation,3,350768,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,70a2dd87b1dee23b319c5ebebed6ffe40b9df1413ff365dac212ba43e1d22c27,1,146,0.014010909,0.014010909,5020,20166944,,0
SBPF-instruction,Stage-1,runtime,3,350770,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,2d50784e32f84541c2affa0438e5a15be7547069e3a6aa7ee816a1b0548756b3,1,6000,5.642238711,5.642238711,24596,0,,0
SBPF-instruction,Stage-2 minus Last-Use,runtime,3,350794,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,689e92e085b435dc122b97a3f56fa4d514aae7e31a2ab093a09a4f17098e3a6c,2,12000,5.235051175,2.617525587,24584,0,,0
SBPF-instruction,Stage-2 minus Borrow,runtime,3,350812,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,e6529598aafd8fdcf98951a0043ec22a020c7913cbbeb1040d2bae64bd203ebf,32,192000,5.092066722,0.159127085,24572,0,,0
SBPF-instruction,Stage-2 Full,runtime,3,350836,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,213c91f5e6e2a56e23fbafe70c66a0c3da43369726c867deb28250d21d5ed4aa,52,312000,4.654916125,0.089517618,24432,0,,0
SBPF-instruction,Stage-2 minus Closure,runtime,3,350854,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,301b0b1630c0e1ad899aa15a4498b96d1bfaf6290d60a3bbfc880c4e6a68ca50,52,312000,4.489499350,0.086336526,24504,0,,0
SBPF-instruction,Stage-1,allocation,3,350872,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,89124754904d8614a0329f8bc49351695d39883069dd812ab4a5937bba335406,1,6000,6.052603053,6.052603053,24592,5920440928,,0
SBPF-instruction,Stage-2 minus Last-Use,allocation,3,350896,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,6f2b1762ecfc77438cc02b8d1f9dbf8f6b407361c0a57d98e305c5d44f2ec150,1,6000,2.857004414,2.857004414,24516,3500575552,,0
SBPF-instruction,Stage-2 minus Borrow,allocation,3,350914,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,1e0336ebebb610416affd1c60a079cfa2f93b831df1c9142c74a7850ca01821b,1,6000,0.170399403,0.170399403,24580,218360768,,0
SBPF-instruction,Stage-2 Full,allocation,3,350916,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,75b840aa4c6cfdb9583485af174db33119e1f5ab32b650b1b75fe7b4e3d7c105,1,6000,0.093467713,0.093467713,24604,131129856,,0
SBPF-instruction,Stage-2 minus Closure,allocation,3,350918,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,89929c84fdce499998e98054ad36bb68dc6cb2ec7b81517d982ae03c60c53d56,1,6000,0.090220375,0.090220375,24564,131129856,,0
