benchmark,implementation,metric,run_id,process_id,cpu,input_sha256,binary_sha256,suite_repetitions,logical_units,elapsed_seconds,normalized_seconds,peak_rss_kib,allocated_bytes,host_instructions,exit_status
SBPF-program,Stage-2 minus Borrow,runtime,2,214461,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,2cc7c0252fcbcacd5303a23ad28d1bb88c2c953f290a8fc0bf8f409debf90df9,20,2920,2.735065740,0.136753287,6272,0,,0
SBPF-program,Stage-2 Full,runtime,2,214475,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,4698bdbbb93f7c2de3225979d407e0a77a3fa45d82f24e77548c75dff55cc28a,20,2920,0.776183243,0.038809162,8848,0,,0
SBPF-program,Stage-2 minus Copy,runtime,2,214477,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,aca4b74920ec752e387c323725b89b1de3df5482385862842b07ac1139029a5a,20,2920,0.926956365,0.046347818,8752,0,,0
SBPF-program,Stage-2 minus Mut,allocation,2,214479,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,08e38f444a75c8edbc357f0c5c96242f52644ea7f85f53808b78cf985dab1830,1,146,2.852914581,2.852914581,2137184,1811659728,,0
SBPF-program,Stage-2 minus Borrow,allocation,2,214493,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,839e6a5af3d252bb84ff7d8a9af4506cd185c3773cb3228a9105dd70dc228977,20,2920,2.922983133,0.146149157,6136,2589302720,,0
SBPF-program,Stage-2 Full,allocation,2,214502,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,5031e9d4d1e87083deb9ec59c1aafd691481d2b3c30b5f0e65d1e94cc96dc168,20,2920,0.716199291,0.035809965,8904,400763520,,0
SBPF-program,Stage-2 minus Copy,allocation,2,214510,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,b4b3c4b515c2bf22c605286add09dd5ea5f1594ab2aff37d8fe52122632e9bc5,20,2920,0.817327475,0.040866374,8848,400763520,,0
SBPF-instruction,Stage-2 minus Mut,runtime,2,214512,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,764ce12b99de0e53053c416f76eb05964c777101844679e660171f6d3a755933,1,6000,2.587622976,2.587622976,25248,0,,0
SBPF-instruction,Stage-2 minus Borrow,runtime,2,214521,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,2a8913877e3c31161cbbc5e158589f5fb9490b0c07e8b0cababa251db211402b,1,6000,0.117768480,0.117768480,25252,0,,0
SBPF-instruction,Stage-2 Full,runtime,2,214523,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,3f8c4e6a0b91e5e07dbf4713989ec2643c757a1c47429f61ce43e81c60186837,1,6000,0.094020307,0.094020307,25236,0,,0
SBPF-instruction,Stage-2 minus Copy,runtime,2,214525,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,0737b1b8294c59ad5aacf7dddfe947a72ef42827df3521b67fb731ae1b829374,1,6000,0.069087942,0.069087942,25244,0,,0
SBPF-instruction,Stage-2 minus Mut,allocation,2,214533,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,c695c7b0d4a558c8271dbaa4c1ba478b0f8a12082493920d0018e4f8cd9a1e09,1,6000,2.777833690,2.777833690,25116,4181165744,,0
SBPF-instruction,Stage-2 minus Borrow,allocation,2,214541,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,73a54d8f8f0753ad4ee90556fe65328e492b40a32284bfd8edc1aae521ab3244,1,6000,0.128132196,0.128132196,25252,191642848,,0
SBPF-instruction,Stage-2 Full,allocation,2,214543,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,f95ec3038e6fad3e3334a483c8fa5cce9f7320a3a543281473e0659e6c72ade4,1,6000,0.095777807,0.095777807,25048,106610176,,0
SBPF-instruction,Stage-2 minus Copy,allocation,2,214545,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,8051b16e6b4b96cc28ed48f958dbbaaeb0238ef399da67e70d81cf964bdbbc6d,1,6000,0.082769093,0.082769093,25244,106610176,,0
SBPF-program,Stage-2 minus Copy,runtime,3,214547,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,aca4b74920ec752e387c323725b89b1de3df5482385862842b07ac1139029a5a,20,2920,0.862395466,0.043119773,8900,0,,0
SBPF-program,Stage-2 minus Borrow,runtime,3,214555,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,2cc7c0252fcbcacd5303a23ad28d1bb88c2c953f290a8fc0bf8f409debf90df9,20,2920,2.484876274,0.124243814,6240,0,,0
SBPF-program,Stage-2 minus Mut,runtime,3,214563,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,cb481b0e42254d4ed4184845ba920607be66c92eb739170ebea64cabf711db94,1,146,2.917220025,2.917220025,2137116,0,,0
SBPF-program,Stage-2 Full,runtime,3,214571,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,4698bdbbb93f7c2de3225979d407e0a77a3fa45d82f24e77548c75dff55cc28a,20,2920,0.790397823,0.039519891,8848,0,,0
SBPF-program,Stage-2 minus Copy,allocation,3,214579,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,b4b3c4b515c2bf22c605286add09dd5ea5f1594ab2aff37d8fe52122632e9bc5,20,2920,0.996216333,0.049810817,8896,400763520,,0
SBPF-program,Stage-2 minus Borrow,allocation,3,214581,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,839e6a5af3d252bb84ff7d8a9af4506cd185c3773cb3228a9105dd70dc228977,20,2920,2.685908345,0.134295417,6224,2589302720,,0
SBPF-program,Stage-2 minus Mut,allocation,3,214589,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,08e38f444a75c8edbc357f0c5c96242f52644ea7f85f53808b78cf985dab1830,1,146,2.871641224,2.871641224,2137044,1811659728,,0
SBPF-program,Stage-2 Full,allocation,3,214603,0,cafc40d84adc2cf4a66673fdba81e734029de8c67795dbae4c09933ca8da2662,5031e9d4d1e87083deb9ec59c1aafd691481d2b3c30b5f0e65d1e94cc96dc168,20,2920,0.854756413,0.042737821,8784,400763520,,0
SBPF-instruction,Stage-2 minus Copy,runtime,3,214605,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,0737b1b8294c59ad5aacf7dddfe947a72ef42827df3521b67fb731ae1b829374,1,6000,0.082037107,0.082037107,25240,0,,0
SBPF-instruction,Stage-2 minus Borrow,runtime,3,214607,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,2a8913877e3c31161cbbc5e158589f5fb9490b0c07e8b0cababa251db211402b,1,6000,0.122079013,0.122079013,25188,0,,0
SBPF-instruction,Stage-2 minus Mut,runtime,3,214609,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,764ce12b99de0e53053c416f76eb05964c777101844679e660171f6d3a755933,1,6000,2.540312343,2.540312343,25120,0,,0
SBPF-instruction,Stage-2 Full,runtime,3,214623,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,3f8c4e6a0b91e5e07dbf4713989ec2643c757a1c47429f61ce43e81c60186837,1,6000,0.078598183,0.078598183,25180,0,,0
SBPF-instruction,Stage-2 minus Copy,allocation,3,214625,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,8051b16e6b4b96cc28ed48f958dbbaaeb0238ef399da67e70d81cf964bdbbc6d,1,6000,0.074270803,0.074270803,25172,106610176,,0
SBPF-instruction,Stage-2 minus Borrow,allocation,3,214627,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,73a54d8f8f0753ad4ee90556fe65328e492b40a32284bfd8edc1aae521ab3244,1,6000,0.132729318,0.132729318,25060,191642848,,0
SBPF-instruction,Stage-2 minus Mut,allocation,3,214629,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,c695c7b0d4a558c8271dbaa4c1ba478b0f8a12082493920d0018e4f8cd9a1e09,1,6000,2.738721788,2.738721788,25052,4181165744,,0
SBPF-instruction,Stage-2 Full,allocation,3,214637,0,bc8bdb416345c369ee0f53d2e896f132f50433919fbf14f258d1b2d2ef5072b2,f95ec3038e6fad3e3334a483c8fa5cce9f7320a3a543281473e0659e6c72ade4,1,6000,0.076446501,0.076446501,25048,106610176,,0
